"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000163884",574.142864572114,4.53724572167687,0.431709244386025,10.5099572934319,7.77287389346702e-26,3.56727803383509e-23
"ENSG00000273259",2004.06797116422,3.36549833293904,0.323440155834763,10.4053200328607,2.34466911859606e-25,1.04441217062168e-22
"ENSG00000110756",990.645486606917,1.49026620237821,0.147028822233278,10.1358779846154,3.82918024766257e-24,1.65694099573856e-21
"ENSG00000119138",1717.46623459215,2.12787549552799,0.211774355001652,10.0478431182632,9.39000934722513e-24,3.95032476565902e-21
"ENSG00000077684",1762.18309743193,1.18958336690036,0.11870541582952,10.0213065982498,1.22867740308615e-23,5.02927547830805e-21
"ENSG00000103502",3348.30312527958,0.839753221826959,0.0839312793765789,10.0052474841852,1.44529860362193e-23,5.76027561890899e-21
"ENSG00000166482",27413.4128904298,-0.949287540571041,0.0953628287781088,-9.95448176961961,2.41075592859932e-23,9.36176885606071e-21
"ENSG00000185950",2275.98209759502,2.16650968661442,0.219964789281944,9.84934767826616,6.89902787650917e-23,2.61214442974328e-20
"ENSG00000165995",513.109573436338,3.00661379724185,0.305909027997486,9.82845722770419,8.49095187424417e-23,3.13647478379092e-20
"ENSG00000103196",3096.15933899728,2.62603415816356,0.267453556247112,9.81865485361972,9.35839164106264e-23,3.37459146199747e-20
"ENSG00000211445",12537.1799334237,3.77018284804588,0.385588353492561,9.77774046829092,1.40307817221289e-22,4.94177184143353e-20
"ENSG00000157510",502.245335458258,1.82248126695427,0.188083908309085,9.6897245667573,3.33426629670588e-22,1.14766961508206e-19
"ENSG00000221869",1996.6227385359,1.51593634649,0.157730650744408,9.61091797526705,7.19050349137365e-22,2.42000389726342e-19
"ENSG00000197043",14235.8891385396,0.954687022846879,0.0993682919759149,9.60756196834176,7.42870785840705e-22,2.44582131555597e-19
"ENSG00000139289",2896.74376144142,-1.07092653489261,0.112143238439951,-9.54963089875498,1.30159181375515e-21,4.19417191900462e-19
"ENSG00000131389",738.395170724894,-1.96399624126653,0.20587041714197,-9.53996338343332,1.42882754925282e-21,4.50824859029875e-19
"ENSG00000158246",70.9156124341666,2.34457548299648,0.246768437020137,9.501115747656,2.07653292063882e-21,6.41818185368875e-19
"ENSG00000145777",152.344620594276,-2.71541783569005,0.288511616331504,-9.41181457515386,4.87644390537751e-21,1.47707485893885e-18
"ENSG00000181061",2495.79383552303,1.26971875384145,0.135477477297113,9.3721759452079,7.10523521650057e-21,2.10997622262551e-18
"ENSG00000157214",3042.42442776058,1.99782068933394,0.213883304323138,9.34070424831103,9.56954600306068e-21,2.78713027339142e-18
"ENSG00000108821",102624.279264829,-1.27736598839372,0.137390943317466,-9.29730852376596,1.44045762760227e-20,4.03995014259932e-18
"ENSG00000151726",1467.32301351221,1.57907014931326,0.169815395240568,9.29874554115826,1.4211242266024e-20,4.03995014259932e-18
"ENSG00000124766",1291.40790053461,-2.33654843323614,0.25161874980183,-9.28606645997711,1.60095764579569e-20,4.40845519010468e-18
"ENSG00000141401",619.513260387526,2.19485415262794,0.23740428331489,9.24521715438769,2.34763518466837e-20,6.34909551282188e-18
"ENSG00000003402",3368.72335143759,1.16249955330816,0.126132957467341,9.21646155493622,3.07066097794648e-20,7.88223059508466e-18
"ENSG00000112837",2671.19815511368,-1.63666384276225,0.177536186445741,-9.21876196356425,3.0055018421883e-20,7.88223059508466e-18
"ENSG00000157514",2226.72449000203,3.34428298554888,0.362812249370157,9.21766834321211,3.03630641051965e-20,7.88223059508466e-18
"ENSG00000169715",553.702542171806,2.16215506651441,0.23581215088526,9.16897224505816,4.7755015456078e-20,1.18565526079066e-17
"ENSG00000196975",4931.1015623731,1.12894748971993,0.123120781654597,9.16943081864996,4.75523141559152e-20,1.18565526079066e-17
"ENSG00000128923",1481.50742728071,1.05791506237314,0.116157838829879,9.10756495670106,8.42516487865079e-20,2.05805035624462e-17
"ENSG00000143320",1513.74032144022,-1.70763401442763,0.187609933893651,-9.10204475310789,8.86468939990667e-20,2.13104318986645e-17
"ENSG00000177283",147.951649785997,2.46517936857157,0.272276249708783,9.05396402076287,1.37870265266637e-19,3.26257057416128e-17
"ENSG00000164484",814.401987519494,-1.18489000977206,0.130911171917478,-9.05109924857276,1.41536232955503e-19,3.29779422786322e-17
"ENSG00000157613",2823.8992896954,-0.967541010620949,0.107823387195031,-8.97338727516381,2.87532991220516e-19,6.59801083641624e-17
"ENSG00000072958",2239.04534337653,1.10184712541411,0.123251688340916,8.93981364674199,3.89827195957839e-19,8.81184012355443e-17
"ENSG00000019995",2150.37632011757,0.983999371260504,0.11118231521221,8.85032272787605,8.72665747724673e-19,1.94360628666032e-16
"ENSG00000012048",241.117643587367,-1.40352651198162,0.158919200987182,-8.83169877058985,1.0309778595597e-18,2.262921693193e-16
"ENSG00000154734",29872.9878556811,2.1878109106528,0.248561957462152,8.80187351673047,1.34550779944387e-18,2.91110223179677e-16
"ENSG00000185432",3844.86229573871,2.27103729893849,0.259691108069802,8.74514847973951,2.22722567282438e-18,4.75089194576411e-16
"ENSG00000159884",556.366128273062,1.0626647367051,0.121892415313662,8.71805463835117,2.83022379800228e-18,5.95329714177008e-16
"ENSG00000163513",13345.3548115132,1.4709020402388,0.168754013626688,8.71624922351582,2.87569921996098e-18,5.96609105291905e-16
"ENSG00000139132",1181.85578266924,2.05688313394257,0.23652771847447,8.69616105549417,3.43301089802804e-18,7.02607433116684e-16
"ENSG00000196136",739.309178654879,3.19630740941503,0.370179731516551,8.63447438443051,5.89976798688285e-18,1.19135981548454e-15
"ENSG00000172986",767.400836637411,-1.64194409697176,0.190243540568133,-8.63074820868215,6.09519293233039e-18,1.21462759158084e-15
"ENSG00000183160",2936.72405730511,-1.17321057251272,0.136042633291821,-8.62384492364314,6.47427794709409e-18,1.27341479881481e-15
"ENSG00000103485",876.983547374098,-1.12050796312632,0.130429554341561,-8.59090540317263,8.62866536077262e-18,1.67539919088335e-15
"ENSG00000173838",68.6105850526452,3.4234952223921,0.399958461971603,8.55962693104657,1.13233337398865e-17,2.17078341127318e-15
"ENSG00000169738",602.04981640171,1.96040510837551,0.230197893720039,8.51617309218174,1.64912291125523e-17,3.12199581137005e-15
"ENSG00000197321",9110.11696451622,-0.699698331682816,0.0822516887790643,-8.50679593415122,1.78805835627959e-17,3.3432276303524e-15
"ENSG00000146592",694.975972522806,-2.04981110148884,0.241232458296239,-8.4972441767004,1.94144761304639e-17,3.58575903653508e-15
"ENSG00000099860",373.609719689536,1.41592445954914,0.167720428452095,8.44217053710641,3.11498437693414e-17,5.68390823959851e-15
"ENSG00000128311",323.623146252674,1.34158957274304,0.159030069521679,8.436074867968,3.28172617340598e-17,5.91687415431352e-15
"ENSG00000134253",144.951068185965,-1.98700582647008,0.235888216323362,-8.42350608877489,3.65382090872962e-17,6.51024913678942e-15
"ENSG00000253368",1051.87338068471,1.99298369617054,0.23681008084777,8.41595800751276,3.89696899120766e-17,6.86274364788837e-15
"ENSG00000134243",5569.87422804189,2.21273107000839,0.263698225268294,8.39114888906475,4.8141418461744e-17,8.3804802598059e-15
"ENSG00000162616",1478.62500195149,1.36934253652349,0.163267773777361,8.38709627039311,4.98296928700401e-17,8.57580339223589e-15
"ENSG00000150907",688.476650962791,2.30496446822312,0.276338565392101,8.34108863868699,7.36096913948983e-17,1.25260536648959e-14
"ENSG00000167549",2012.78985108593,2.38044042391612,0.287092468448198,8.29154605407434,1.11785834238648e-16,1.88110717727146e-14
"ENSG00000137076",20054.8384767669,0.638116659560555,0.077036460033916,8.2833071415745,1.19800916175298e-16,1.99382953348889e-14
"ENSG00000132970",1317.16857123589,1.081408716537,0.130743267191004,8.27123828072278,1.32574785589649e-16,2.18244035625569e-14
"ENSG00000133142",3090.51775861329,1.47987220300485,0.17940770704504,8.24865457219927,1.60187726399701e-16,2.60864851217577e-14
"ENSG00000148120",677.473392933758,1.23763796871113,0.150992015036917,8.19671138509236,2.47052653196947e-16,3.93853940280818e-14
"ENSG00000163491",152.333491281033,-2.07305144469152,0.25289986978844,-8.19712341657475,2.46207635278468e-16,3.93853940280818e-14
"ENSG00000183722",3035.76768508864,0.709163337341117,0.0867730130426716,8.1726254796797,3.01749591419623e-16,4.76041412713561e-14
"ENSG00000103064",1735.71982860339,1.37532682915952,0.168772705910647,8.14898843825884,3.6698103179113e-16,5.72982239842955e-14
"ENSG00000162704",2647.51641081926,0.896589376641953,0.110481081619305,8.11532041052435,4.84504737682194e-16,7.4119436890877e-14
"ENSG00000179593",68.3800745222305,8.90550237510338,1.09726793123076,8.11606912189114,4.81526493100644e-16,7.4119436890877e-14
"ENSG00000143891",522.025378125847,-1.13399573681225,0.140300123818399,-8.08264245211981,6.33782377307921e-16,9.59863410432846e-14
"ENSG00000163110",1307.00957672327,1.48535579007922,0.184071695275982,8.06944157194947,7.06204189599117e-16,1.05895667836422e-13
"ENSG00000102804",5382.05257204899,1.15093411297824,0.142669592949553,8.06712971687804,7.19700724248942e-16,1.06861445772061e-13
"ENSG00000127824",250.256189339771,-1.69364150389703,0.21025846827279,-8.05504538204711,7.94493256396496e-16,1.16821362797329e-13
"ENSG00000125503",2642.92992334253,0.679974727222376,0.0848958649327266,8.00951527805509,1.15161432344245e-15,1.67703835851307e-13
"ENSG00000138078",1711.69454421181,-0.72108052689526,0.0901317562082472,-8.00029376138219,1.24122727580906e-15,1.79032258020268e-13
"ENSG00000101342",53.7031368272962,4.13426848072661,0.517099170790078,7.99511721206175,1.29450655488074e-15,1.84955677110082e-13
"ENSG00000112576",646.673183511032,1.08122175855259,0.13531835670327,7.99020757341539,1.34711741052316e-15,1.90673768059563e-13
"ENSG00000104756",1773.42785790779,0.750040428597317,0.0939490941920097,7.98347695683379,1.42267881500791e-15,1.99504357900877e-13
"ENSG00000105516",103.555045793919,-1.63319730551099,0.205145260033837,-7.96117495106444,1.70413230043257e-15,2.36780584312397e-13
"ENSG00000198431",22550.132525209,1.47807413857034,0.186254365017372,7.93578254357949,2.09172223110641e-15,2.8799211991006e-13
"ENSG00000118689",5353.974568445,1.27540191217773,0.160754076182451,7.9338698119865,2.12420772427216e-15,2.89829963820738e-13
"ENSG00000130066",4094.02815137334,1.31953750184602,0.166823295978618,7.90979157979923,2.57820163169167e-15,3.45547466477614e-13
"ENSG00000149218",2046.64979798996,1.97365489881723,0.249496522326372,7.91055073799965,2.56252709469103e-15,3.45547466477614e-13
"ENSG00000138316",788.996860846473,-2.41081387941689,0.305172089267392,-7.89985049158455,2.79238165694157e-15,3.70970352582281e-13
"ENSG00000161647",159.566408849098,1.74649257017452,0.222356827808791,7.85445892255834,4.01501629913273e-15,5.28760190003176e-13
"ENSG00000162426",171.56402069617,1.41510590035559,0.180875675812832,7.82363849642188,5.13180396738139e-15,6.70010095568889e-13
"ENSG00000179820",5333.81269432854,1.44810988672609,0.185971656988236,7.78672358023724,6.87691761811536e-15,8.90178780567154e-13
"ENSG00000119139",5612.32457620331,1.99088281470158,0.256131301080732,7.77289931492622,7.6709714949074e-15,9.84549688901462e-13
"ENSG00000136999",446.971397273606,-2.60283206536173,0.336914166103807,-7.72550497196895,1.11410792503763e-14,1.41791298526848e-12
"ENSG00000146250",313.821137829102,-2.69619806209382,0.349714270595824,-7.7097170141218,1.26097028843874e-14,1.59144958486706e-12
"ENSG00000152332",3008.20914259827,0.671892335907401,0.0875175570134118,7.67722910506329,1.62566539384094e-14,2.03476879253893e-12
"ENSG00000112773",525.998125166656,-1.22092488105644,0.159130327221798,-7.67248394678845,1.68697078056212e-14,2.09419446488633e-12
"ENSG00000140545",9643.89243351853,1.18720743305985,0.155031450746751,7.65784895478528,1.89073067765435e-14,2.32805822057522e-12
"ENSG00000136478",3731.86033954668,1.50655966516113,0.197419244868979,7.63127052867104,2.32451306386983e-14,2.83909277034747e-12
"ENSG00000049323",20410.0860039713,0.715134108313146,0.0938994469635239,7.61595655180957,2.61745729521222e-14,3.17131125887912e-12
"ENSG00000122966",304.385980392181,-1.63486698250056,0.214742419482912,-7.61315340693855,2.67487982854931e-14,3.21516309550629e-12
"ENSG00000132356",2379.48217418789,0.743612138826429,0.0977773289309571,7.60515905841027,2.84553705698318e-14,3.39335895496143e-12
"ENSG00000077254",2760.44083059498,0.807688393114924,0.106926721337578,7.55366276091994,4.23185082149221e-14,5.0071391165234e-12
"ENSG00000168234",600.327691176793,0.857603025834674,0.113619323350386,7.54803848980819,4.41862355586949e-14,5.1876010661739e-12
"ENSG00000113456",1042.060350359,0.795063844144003,0.105750631668423,7.51828931515884,5.5497587116585e-14,6.46546889908215e-12
"ENSG00000157110",3434.9371292854,0.814964608207652,0.10848064063686,7.51253498710205,5.79932357907079e-14,6.70463783244482e-12
"ENSG00000126016",404.398400122558,-2.49800472432824,0.332774776809575,-7.50659274202648,6.06861489407352e-14,6.9628161038442e-12
"ENSG00000170214",201.751000183794,3.67679812048126,0.492228012636212,7.46970514902135,8.03747119609919e-14,9.1524437041295e-12
"ENSG00000169744",723.01402678599,-1.33060622854749,0.178685984653428,-7.44661776987309,9.57635515289988e-14,1.08234252828857e-11
"ENSG00000131871",812.424686783872,0.674895998805151,0.0908262389009908,7.43062805386945,1.08083242207717e-13,1.21253385424879e-11
"ENSG00000147119",456.95140071251,1.57288246646747,0.21188366877892,7.42333033750051,1.14211444414766e-13,1.27186200416296e-11
"ENSG00000148848",1381.85270141484,-1.86991345393163,0.252175301234458,-7.41513322192125,1.21502609121517e-13,1.34318030302582e-11
"ENSG00000020577",3148.94122875977,1.21223081706125,0.164181659167862,7.383472814231,1.54213167148492e-13,1.69243363511877e-11
"ENSG00000196932",76.8390518792512,-2.00129483691715,0.271145327405538,-7.380893692938,1.5723051591063e-13,1.71313393055143e-11
"ENSG00000138074",455.640505436127,1.16383950779114,0.158016274555301,7.36531418087467,1.76730141504642e-13,1.91184142363414e-11
"ENSG00000146006",70.6309989496603,-4.003773263424,0.544215156054865,-7.3569675869526,1.88135007769634e-13,2.00655260047261e-11
"ENSG00000174306",3453.200286637,1.10706655195522,0.150473919095552,7.35719889938016,1.87809410172176e-13,2.00655260047261e-11
"ENSG00000042286",599.809958530685,0.713437121774287,0.0972579216340404,7.33551683798869,2.2086746875261e-13,2.3391872826981e-11
"ENSG00000164105",538.355706819132,1.20854600285572,0.165288654726269,7.3117299239755,2.63724778673223e-13,2.77368873125414e-11
"ENSG00000067369",2102.96945349668,-0.714245658470827,0.0977829617975047,-7.30439787608329,2.78511107556564e-13,2.90900049927183e-11
"ENSG00000116132",5567.24077353662,-0.758688079262834,0.104325813669198,-7.27229486719868,3.53431050516905e-13,3.6662419589579e-11
"ENSG00000277443",5819.2400512788,-1.23013087981184,0.169725065044163,-7.24778558483247,4.23640540637255e-13,4.36465033193961e-11
"ENSG00000087448",1029.52932093845,1.03300404243843,0.142728142694736,7.2375638254314,4.56815788399737e-13,4.67464534818514e-11
"ENSG00000114270",1600.16543561964,1.28744596676265,0.178159122948543,7.2263824914231,4.96029437960604e-13,5.04185626705593e-11
"ENSG00000134318",4532.90173037411,0.782466591408616,0.10832509122155,7.22331809357345,5.07341504724364e-13,5.12245805936699e-11
"ENSG00000108960",1740.19798309104,1.65434304768438,0.230190566839402,7.18684119162263,6.63074586372725e-13,6.65050636464564e-11
"ENSG00000165802",1607.02123231608,0.973405938652446,0.136303616484826,7.14145349738987,9.2349119028894e-13,9.20149610324079e-11
"ENSG00000233608",4677.10119351861,0.731218179817175,0.102669611840362,7.12205068968335,1.06332932748668e-12,1.05255703691411e-10
"ENSG00000155962",399.773301149283,-1.12228546862813,0.157725307659939,-7.11544320489019,1.11553776632076e-12,1.0970661994109e-10
"ENSG00000172465",451.847687171403,1.01171904924338,0.142948902909605,7.07748733044248,1.46791608084972e-12,1.43429606738509e-10
"ENSG00000170365",440.567510182441,-1.01000994365436,0.14286255139811,-7.0698019443864,1.55154980382385e-12,1.50629626787898e-10
"ENSG00000188215",583.091058388238,0.683819739433623,0.096758661261025,7.0672716067132,1.58009502430986e-12,1.52423816198553e-10
"ENSG00000143344",1081.29606808733,-1.06616752062771,0.15127022860195,-7.04809882606315,1.8137880834036e-12,1.73859623564225e-10
"ENSG00000125848",184.725551712782,-2.47079572423798,0.351180529068871,-7.03568540883832,1.98283855673223e-12,1.88868490199431e-10
"ENSG00000183508",90.3052529349409,-2.50681042098951,0.356654040820296,-7.02868924525263,2.08482717415078e-12,1.9734192220321e-10
"ENSG00000171793",696.230481492342,1.63272251162401,0.232544516639287,7.02111808620548,2.20099729192382e-12,2.07044124137803e-10
"ENSG00000099204",852.738214777329,1.43267728196313,0.204555605956747,7.00385245010627,2.49018367821289e-12,2.32801430904532e-10
"ENSG00000084090",3687.6065632505,1.22208526495166,0.174603640074844,6.99919694931793,2.57433768672794e-12,2.37733806496918e-10
"ENSG00000157152",39.3407229279849,2.76160962724254,0.394547591500436,6.99943349480437,2.56999536863459e-12,2.37733806496918e-10
"ENSG00000185813",542.652954959198,1.06734902784954,0.152587485793503,6.99499714736754,2.6526432637942e-12,2.43480498364625e-10
"ENSG00000108604",2187.2675915473,1.29453188823187,0.185088951137007,6.9941067809803,2.66954185954137e-12,2.43555490739482e-10
"ENSG00000177674",764.474981069582,1.13597816405653,0.162669603750406,6.98334622981889,2.88230898551426e-12,2.61392632249182e-10
"ENSG00000093167",2143.3476076315,0.693337545459013,0.0994558392170501,6.97131059289429,3.14001865975209e-12,2.83068944059199e-10
"ENSG00000173517",8182.69575723465,1.01731427564729,0.145963738758949,6.96963700914324,3.17759783688805e-12,2.84761652305737e-10
"ENSG00000108830",207.111531735843,-2.14987114503014,0.308775727811942,-6.96256522578583,3.34131807343262e-12,2.97672130718453e-10
"ENSG00000182197",5315.48796069254,-0.800350715771677,0.114977923586784,-6.96090771866812,3.3808719054404e-12,2.99434532209911e-10
"ENSG00000143878",3361.81675955872,1.21447718864022,0.174618590386962,6.9550280182018,3.52491974294778e-12,3.10377380854326e-10
"ENSG00000173221",1867.42208938398,1.05618676184354,0.152019779520402,6.94769302505002,3.71307844581616e-12,3.25055335617837e-10
"ENSG00000071282",4091.27993782563,1.59568941573698,0.229961375341476,6.93894534839816,3.95037906132744e-12,3.43841901631058e-10
"ENSG00000145685",2024.86056126334,-1.17063317923098,0.168798645841822,-6.93508631774191,4.05973200813083e-12,3.51340807217951e-10
"ENSG00000105835",2566.88138382778,0.982053450975839,0.141913963843326,6.92006215864727,4.51445516240937e-12,3.88473996788011e-10
"ENSG00000136997",749.941478614152,0.863799740936867,0.12544967388904,6.88562763184937,5.7533304568781e-12,4.92283558019315e-10
"ENSG00000137801",94530.9109438694,1.8669240866903,0.271571730818376,6.8745155508799,6.22008731876565e-12,5.29231586756774e-10
"ENSG00000137767",2380.7661405682,1.01730787905299,0.148298891190743,6.85984818149803,6.89337678009449e-12,5.83241292371682e-10
"ENSG00000163083",425.114876638656,3.66803111680399,0.53527523241177,6.85260758334937,7.25158115179127e-12,6.06769041678889e-10
"ENSG00000205208",599.124719980782,-1.36453435075906,0.199124392198484,-6.85267302359878,7.24826344960181e-12,6.06769041678889e-10
"ENSG00000165996",290.653293553978,1.06197828356357,0.15554279485869,6.82756333733347,8.63689995649814e-12,7.18713460665738e-10
"ENSG00000196569",18064.3664300771,2.06365207296206,0.302375176124289,6.82480651822362,8.80438957778337e-12,7.28647432543875e-10
"ENSG00000114098",986.026224073992,1.03515652577173,0.151762496501455,6.82089811142378,9.04730946913468e-12,7.44682075598069e-10
"ENSG00000103381",788.647566819423,0.976225457333046,0.143200121868046,6.81721107914003,9.28248322410863e-12,7.59909234752028e-10
"ENSG00000100242",3905.31285956984,1.70211462773297,0.251991112923417,6.75466133700619,1.43169274817307e-11,1.1657519715635e-09
"ENSG00000159840",9428.64662486812,0.712835991889125,0.105576362463598,6.75185216894459,1.45969568321167e-11,1.18219738621609e-09
"ENSG00000114853",2770.85195738263,0.732052597596843,0.108575065323214,6.74236386980397,1.5583022378124e-11,1.25534507402493e-09
"ENSG00000068831",92.8018949080218,1.73619521033257,0.257654256557649,6.7384689604152,1.60064241485867e-11,1.28263118375844e-09
"ENSG00000189184",6553.75163027371,-0.900224374665201,0.133922977763384,-6.72195608027564,1.79301004545447e-11,1.42921774412673e-09
"ENSG00000136877",1049.71923068896,0.685114711331969,0.10208316911718,6.71133858065801,1.92847049781956e-11,1.52914584761661e-09
"ENSG00000106615",2235.48854826141,0.999193893075132,0.149044924151037,6.70397800372311,2.02820806549702e-11,1.59985474749752e-09
"ENSG00000163661",9918.01910954256,2.235420974372,0.333579645500798,6.70131107974529,2.06557781354298e-11,1.62088994746676e-09
"ENSG00000107562",27826.6530130906,-1.88342091540127,0.281145310337633,-6.69910130508468,2.09705183963499e-11,1.63710567583876e-09
"ENSG00000132530",554.070436661569,-0.942293656843729,0.141147977092098,-6.67592746461318,2.45673464718125e-11,1.90806390931077e-09
"ENSG00000137672",647.502996763746,1.80038927229304,0.269913431782317,6.67024705071009,2.55373169277546e-11,1.97327890240226e-09
"ENSG00000127954",524.073300326567,4.94729814426576,0.742089798283722,6.66671089631967,2.61599680136665e-11,2.01113053587299e-09
"ENSG00000124151",1617.04029497027,1.35122338801386,0.203024726686095,6.65546216990132,2.82411190929986e-11,2.16016034678517e-09
"ENSG00000185022",640.369910766327,1.27087580645173,0.191125051942575,6.64944649345901,2.94197272217309e-11,2.23900386318148e-09
"ENSG00000158079",310.647032326585,0.965064856280498,0.145496452473501,6.63290987425457,3.29132793133056e-11,2.49235807600006e-09
"ENSG00000099337",903.309496314424,2.39562086164087,0.361482727307783,6.6272070023449,3.42097751829486e-11,2.57764699077491e-09
"ENSG00000163378",1766.41416177331,1.28849167326836,0.194583650922211,6.62178794139012,3.54879921644832e-11,2.6607209966886e-09
"ENSG00000164291",491.680275628707,0.774374251246041,0.117062483180284,6.61505061406783,3.7142464084493e-11,2.77104738206723e-09
"ENSG00000128342",154.276285688438,-2.33091604547382,0.352905853979847,-6.60492315213033,3.97723602475274e-11,2.95270782327844e-09
"ENSG00000141298",2097.02267358758,1.17251717872442,0.17771738632504,6.5976503648322,4.17724948887447e-11,3.08607041507336e-09
"ENSG00000172349",898.126751874125,1.03315596972868,0.156702790466048,6.59309235436063,4.30758422073623e-11,3.16691082636166e-09
"ENSG00000093144",1547.1070655263,0.792990398580073,0.120300915109225,6.59172374424662,4.34749002363489e-11,3.18080852212321e-09
"ENSG00000070669",426.90709695752,-1.0204112901581,0.155006832984668,-6.5830084423377,4.61022954605417e-11,3.34076203229619e-09
"ENSG00000091527",4909.37066465247,0.73098871856943,0.111034618452831,6.58343072417511,4.59714839141272e-11,3.34076203229619e-09
"ENSG00000168994",1583.10992122693,1.42490675493432,0.216681845762913,6.57603201559125,4.83168557766337e-11,3.4845656225577e-09
"ENSG00000126861",312.242217393456,-1.69456532053726,0.258201938429014,-6.5629457735583,5.2755036578654e-11,3.78661151177116e-09
"ENSG00000188312",133.729682034954,-1.74637571474531,0.266816995094022,-6.5452191833954,5.94081901209808e-11,4.24404263859554e-09
"ENSG00000120690",1426.8218637027,0.84591721986452,0.12950102928943,6.53212738544283,6.48419668039105e-11,4.61047693542359e-09
"ENSG00000023909",1934.52231292628,1.25685053460556,0.192555061904792,6.52722666531098,6.69986193713444e-11,4.74156116999538e-09
"ENSG00000174437",10623.8825067878,1.35360005639249,0.207573312082909,6.52106979847115,6.98076882686133e-11,4.91738343640999e-09
"ENSG00000049246",241.503165248797,-1.9300998919913,0.297234535257418,-6.49352502164578,8.38508317965036e-11,5.87926318313911e-09
"ENSG00000136859",6504.12083691592,-0.895177095602346,0.138061570214732,-6.48389768572129,8.93828474537776e-11,6.23826370823715e-09
